,listing_id,fuel_type,CarCode
350,954364,,11611
351,936225,,10778
352,1025245,diesel,12097
353,1015091,,10365
354,1029936,,11079
355,1021984,diesel,MISSING
356,1005426,,10417
357,992031,,11442
358,1028601,,MISSING
359,1015244,,MISSING
360,1003701,petrol-electric,MISSING
361,1007217,diesel,11786
362,999447,petrol-electric,11557
363,1018639,diesel,MISSING
364,982271,diesel,10596
365,1029789,,10685
366,964436,,MISSING
367,1012171,,12193
368,1029111,,10732
369,1014768,,MISSING
370,1023589,,11578
371,1025183,,11804
372,1013800,,11341
373,996857,,10128
374,1017620,,12232
375,982115,petrol-electric,11557
376,1026407,,10184
377,1027901,,10503
378,1006274,diesel,12104
379,997165,,10605
380,1020103,petrol-electric,12219
381,995757,,11832
382,1008302,,10526
383,1028038,,10410
384,1022641,,11557
385,1014761,,10150
386,1028496,,10572
387,1014157,,11503
388,1028711,,12323
389,1012930,,10397
390,1027056,,10840
391,1021038,diesel,11319
392,1025741,,11731
393,1024105,diesel,MISSING
394,1026597,diesel,11572
395,1029680,,10464
396,1028807,,MISSING
397,1016698,diesel,11778
398,986414,,11761
399,953799,,MISSING
400,1019817,,10180
401,991875,petrol-electric,11981
402,1015070,,10056
403,1022280,,10547
404,1031111,,11578
405,1019476,,11322
406,1007494,,10511
407,1029030,,10365
408,1021659,,11543
409,1018749,petrol-electric,11571
410,1026718,diesel,MISSING
411,1030428,,10158
412,972744,,MISSING
413,1007064,,10271
414,1001105,,10397
415,1025657,diesel,MISSING
416,1027555,,11643
417,1018315,,10464
418,1026036,,10967
419,1029538,petrol-electric,11557
420,1025886,,MISSING
421,1024441,,10547
422,1025658,,10713
423,1027811,,11491
424,1008304,,12032
425,1024632,,11531
426,995501,,11790
427,962714,,11531
428,976313,,MISSING
429,1011368,,11321
430,979117,,11455
431,899809,petrol-electric,MISSING
432,1021158,diesel,MISSING
433,995330,,10685
434,1008526,,11874
435,1001331,,MISSING
436,1018367,,11771
437,1018201,,10348
438,1014011,diesel,MISSING
439,1006443,,11875
440,1030227,,11031
441,1024190,diesel,10596
442,1008148,petrol,10862
443,1000936,diesel,12104
444,1006714,,MISSING
445,1023605,,MISSING
446,1026287,,12232
447,1020275,,10526
448,1026217,,11446
449,1006688,,MISSING
450,1013407,,11178
451,1023989,diesel,11637
452,1025922,diesel,11270
453,1020435,,11998
454,1018260,,11262
455,1027241,,11442
456,1026475,,MISSING
457,1021546,,10981
458,998026,,11341
459,1024543,,10547
460,1029163,,11531
461,1004771,,11543
462,1016353,,MISSING
463,1010719,,MISSING
464,1026919,,10725
465,1020881,,12626
466,1021321,diesel,11484
467,1028586,,11806
468,1024402,diesel,11725
469,1011810,,11622
470,1015756,,MISSING
471,1017441,,10832
472,1021199,,10356
473,908063,,MISSING
474,1021862,,10685
475,1029424,,10180
476,1014726,,11799
477,1023973,,10199
478,1021864,,10464
479,1018080,,MISSING
480,1029879,petrol-electric,12173
481,999799,,11503
482,1008340,,10685
483,982870,,MISSING
484,1018258,,11100
485,1022493,petrol-electric,11981
486,1002535,diesel,MISSING
487,1020154,,10606
488,1030093,,11579
489,1024638,,11822
490,1020183,,11503
491,1027025,,MISSING
492,984778,diesel,12104
493,975701,,11748
494,1029103,,11832
495,1009042,,11531
496,992328,diesel,10862
497,1025308,,11015
498,1003395,diesel,11536
499,1030710,,11000
500,1021644,,11306
501,1015158,,MISSING
502,971534,,10356
503,1011555,diesel,11536
504,1018508,,MISSING
505,1002662,,12323
506,996553,,10732
507,1024388,,10832
508,1030009,,10128
509,997700,,MISSING
510,1012707,,10417
511,1025971,,MISSING
512,1013477,,11474
513,1008660,,11322
514,1025009,,10007
515,1027177,,10551
516,984384,petrol-electric,12171
517,965748,,11610
518,980478,diesel,10862
519,1027499,,11745
520,1023150,,11662
521,1030024,,11617
522,1012532,,10180
523,1023537,,MISSING
524,967887,petrol-electric,MISSING
525,1000767,,10089
526,1009589,petrol,10862
527,1013321,,MISSING
528,1015345,,MISSING
529,1026723,,12334
530,1023665,petrol,12859
531,1029002,,12363
532,1030495,petrol-electric,MISSING
533,1030942,,11113
534,1011332,,12244
535,1004769,,MISSING
536,1020876,,11875
537,1021623,,10417
538,968525,diesel,MISSING
539,1030081,,11579
540,1010784,,10007
541,1024028,,11584
542,1005688,,10181
543,1030082,,10077
544,1025890,,10007
545,1015798,,10482
546,1005015,diesel,11616
547,1031259,,10685
548,1027235,,MISSING
549,1010132,,11531
550,1024933,diesel,MISSING
551,998827,,11617
552,1004308,,MISSING
553,1027603,diesel,MISSING
554,1023027,,10569
555,1019910,,10876
556,1016640,,11832
557,999265,,10511
558,1030226,,12255
559,1030780,,11610
560,1004628,,11491
561,1021166,petrol-electric,MISSING
562,1013703,,MISSING
563,1018760,,11630
564,1021909,,12209
565,1029120,,11530
566,1010122,,11643
567,999729,,MISSING
568,993896,,10725
569,981895,,11195
570,1018231,,10296
571,1008962,,10725
572,988367,,10600
573,1003957,diesel,11742
574,1001605,,MISSING
575,1014159,diesel,MISSING
576,1028534,diesel,11949
577,1023017,,10128
578,1002323,,11103
579,1001704,,MISSING
580,1016946,,10137
581,1013985,,10345
582,1017006,,12396
583,1017656,,11573
584,988992,,10180
585,1007467,,12232
586,1010386,,MISSING
587,1018935,diesel,11725
588,984611,,10757
589,1030905,,MISSING
590,1001562,,11449
591,1025137,diesel,10862
592,1018623,,11610
593,1013457,petrol-electric,11806
594,1016770,,11775
595,1016366,diesel,MISSING
596,1021080,,11491
597,985744,,MISSING
598,995898,,MISSING
599,1024031,diesel,MISSING
600,974506,,MISSING
601,1023783,,11835
602,1001210,,11375
603,1014452,,11469
604,1017065,,11321
605,1018736,,12350
606,1016414,,MISSING
607,952345,,10547
608,1027225,electric,MISSING
609,1020925,,11578
610,1004980,,MISSING
611,995358,,10083
612,1028990,,MISSING
613,1020915,,11610
614,984527,petrol,11795
615,1023996,diesel,11536
616,1025024,,10860
617,1024803,diesel,10994
618,1023166,,10725
619,1008647,,11469
620,970464,,MISSING
621,996708,,MISSING
622,1022333,,11762
623,1009392,,MISSING
624,1022368,,MISSING
625,1016892,,10572
626,1025545,,11643
627,1028153,,11875
628,1026323,,11306
629,1016467,,11543
630,1028638,,10254
631,1019240,,11740
632,986569,,12395
633,1030811,,10264
634,962535,,MISSING
635,1024332,,11927
636,1006389,diesel,MISSING
637,1000515,,11531
638,1005470,,MISSING
639,1025905,,11643
640,1005184,,MISSING
641,995894,diesel,10862
642,986284,diesel,11536
643,1027091,,11849
644,998496,,12737
645,975818,,12323
646,1017256,,10753
647,1019570,,11846
648,1008384,,11321
649,981303,diesel,MISSING
650,1029511,,11578
651,997440,,MISSING
652,1024051,,MISSING
653,984165,diesel,MISSING
654,1025629,,10005
655,1025121,petrol-electric,11571
656,1002855,,10713
657,1017351,petrol,MISSING
658,937770,,11294
659,1002395,,12374
660,1002703,,10725
661,1028122,,10180
662,1024527,diesel,MISSING
663,1022724,,10379
664,969362,,11531
665,1014181,,12374
666,991997,diesel,MISSING
667,1017049,,MISSING
668,1030119,,10039
669,1029795,petrol-electric,12894
670,1022498,,10928
671,1021895,,11125
672,1010964,,MISSING
673,1020685,,11113
674,1012449,,MISSING
675,998774,,11113
676,1021075,petrol-electric,MISSING
677,978918,diesel,12104
678,1022407,diesel,11725
679,1029379,,11125
680,1011933,diesel,11725
681,978499,,MISSING
682,957966,,10820
683,1015750,,11731
684,1022545,,10526
685,987290,,11000
686,1029799,,10551
687,1029096,,11491
688,1029563,,12255
689,998883,,MISSING
690,1030468,,10749
691,1014558,,11578
692,1031015,,12430
693,1009517,petrol-electric,11787
694,1006115,,11446
695,1022475,petrol,MISSING
696,996244,diesel,MISSING
697,1007867,,11125
698,1014822,,MISSING
699,1026178,diesel,11755
700,1022030,,10180
701,1025124,,11435
702,1007596,diesel,11901
703,1028668,,10559
704,1023939,,10397
705,1019390,,11652
706,1012570,diesel,MISSING
707,980991,,11826
708,979326,diesel,11760
709,1020309,diesel,MISSING
710,1023716,,12411
711,1009882,,10605
712,1019998,,11578
713,1008572,,MISSING
714,1027253,,10887
715,998874,,10165
716,1020650,,11503
717,1013562,,11113
718,1023034,,10026
719,1021784,,10381
720,1027587,,11610
721,1008063,,MISSING
722,979658,diesel,MISSING
723,996393,,10778
724,1006138,petrol-electric,MISSING
725,1030272,,10417
726,988593,,11610
727,1025541,diesel,11536
728,1024042,,10991
729,961437,diesel,MISSING
730,1020122,,10918
731,1028469,,11531
732,1028326,,11578
733,1024559,,10526
734,1030847,,MISSING
735,1026129,,10503
736,1023658,,12049
737,1017707,,10503
738,1013289,,10526
739,971227,diesel,MISSING
740,1027420,,12262
741,1017683,,10397
742,1026982,,11113
743,1017676,,11491
744,1009789,,11262
745,982816,diesel,11636
746,1030947,,10128
747,1009409,,10758
748,1009097,,10397
749,1018633,,11875
750,1030897,petrol,12859
751,1026980,,10397
752,1021690,diesel,MISSING
753,1029775,,11816
754,1013758,,11059
755,996726,petrol-electric,11981
756,999750,diesel,MISSING
757,994236,petrol,10591
758,1009408,,12179
759,1019889,petrol-electric,12003
760,1030698,,12010
761,1026871,,MISSING
762,1025550,,12673
763,1018702,,11435
764,1010160,,10749
765,1030855,,10131
766,1016520,,MISSING
767,973965,diesel,MISSING
768,1004990,,MISSING
769,984410,petrol,10601
770,1008613,,10599
771,1026009,,MISSING
772,981806,,10526
773,926142,,MISSING
774,1022013,,11775
775,1030843,petrol-electric,10876
776,1013156,,MISSING
777,1007713,,10750
778,998524,,10482
779,1006651,,10131
780,1008126,,11543
781,1021831,,11055
782,1020176,,11745
783,1022906,,10526
784,1027713,,11262
785,1026259,,10381
786,963136,,11322
787,933000,,11469
788,981143,diesel,MISSING
789,1012269,,11263
790,995944,,10942
791,1031132,,11530
792,985253,,11846
793,1019974,,11704
794,1024233,petrol-electric,11787
795,970491,,MISSING
796,1030464,petrol-electric,11557
797,1029121,,MISSING
798,989323,,10097
799,1023693,,10778
800,1020358,,11435
801,986784,,MISSING
802,1027163,,10128
803,989437,petrol,MISSING
804,1029634,,MISSING
805,1030530,,11448
806,972660,,MISSING
807,994426,,10128
808,1001571,,11503
809,1022223,,11623
810,995663,,11435
811,1003189,,10180
812,960735,,MISSING
813,1017336,,10238
814,1020529,,10547
815,1009235,,MISSING
816,1014439,,11449
817,1025680,,MISSING
818,996821,,10397
819,1000209,,11704
820,999131,,11132
821,1012622,petrol-electric,11981
822,1017819,petrol-electric,11981
823,1025534,,10180
824,987627,diesel,MISSING
825,976131,,10381
826,1019896,,10502
827,1020019,,11704
828,1024643,,10725
829,1022362,,11789
830,1027596,,12232
831,1029154,,MISSING
832,1024825,,11446
833,1008614,,10464
834,1004581,,MISSING
835,998278,,10397
836,1023212,,10005
837,1017057,diesel,12104
838,1013828,diesel,MISSING
839,997932,,11000
840,1029307,,11272
841,1008961,,11789
842,1006550,petrol-electric,MISSING
843,1022558,,10931
844,911045,,11099
845,1019745,,11735
846,1015432,,11610
847,1030642,,11349
848,980454,diesel,MISSING
849,1024380,,12334
850,1003523,,11125
851,1027438,diesel,MISSING
852,1016742,,MISSING
853,1022728,,MISSING
854,1013834,,MISSING
855,978701,diesel,11786
856,1022326,,10240
857,1012401,electric,12762
858,1030728,,10240
859,1021693,,10526
860,1014680,,11735
861,1000258,,11262
862,1018968,,10503
863,1017156,,10742
864,1025424,,10274
865,1004249,,12323
866,1013512,,10457
867,1020480,,11503
868,1027349,,MISSING
869,1023428,,11349
870,1021285,,11105
871,1024942,,10526
872,993761,,MISSING
873,964594,,11846
874,1025791,,10381
875,1016590,,10526
876,1025544,,12406
877,1007709,petrol-electric,MISSING
878,1016343,petrol-electric,11806
879,978821,diesel,MISSING
880,1024345,,10358
881,1008654,,12395
882,1030498,,11531
883,1008098,,10264
884,988231,,10732
885,1022288,,12265
886,972000,diesel,11702
887,944503,,MISSING
888,896588,,11435
889,1010120,,10417
890,1006973,,11875
891,1003717,,12262
892,1022001,,11530
893,1014096,,MISSING
894,1018070,,10575
895,1029390,,11322
896,1017355,,10004
897,996548,,11309
898,984621,,11491
899,1028906,petrol,MISSING
900,1025720,,11735
901,1015313,petrol-electric,11981
902,1007074,,12302
903,984843,diesel,10994
904,1019339,,11617
905,1015066,,11322
906,1009595,,11722
907,1026423,,10077
908,1031268,,10575
909,1026869,,12160
910,1021736,,MISSING
911,1024897,,10575
912,1028397,diesel,11348
913,1014499,diesel,11794
914,1026729,,11543
915,1016368,,10131
916,1019132,,11623
917,881872,,10807
918,1030841,petrol,MISSING
919,1010252,,10526
920,1003449,,MISSING
921,1022856,petrol,MISSING
922,995064,,MISSING
923,1007225,petrol-electric,11571
924,1019683,,11448
925,1026638,,12033
926,1017871,,11643
927,1014820,,10606
928,1008138,,11882
929,1021164,,10180
930,1014829,,MISSING
931,1026564,petrol-electric,MISSING
932,965603,,10540
933,1019818,,11469
934,1024520,,11419
935,1019406,,10397
936,1021090,,MISSING
937,1013109,,MISSING
938,1016494,petrol-electric,11557
939,1029020,,12270
940,988377,,MISSING
941,1023654,,10464
942,1025443,,11435
943,1027621,,11262
944,1030409,,10832
945,1027500,,MISSING
946,1028098,,11069
947,1028374,,11617
948,1030707,,10972
949,944641,,MISSING
950,986754,,11113
951,1022181,,10180
952,1011328,petrol-electric,11981
953,1026397,,11875
954,1025516,electric,12426
955,1020655,,10758
956,1013298,petrol,MISSING
957,1022458,,11294
958,1023897,,MISSING
959,1029159,diesel,MISSING
960,1025466,diesel,MISSING
961,1014876,,11000
962,1026086,,10128
963,1017284,,12399
964,1030173,petrol-electric,MISSING
965,1022575,petrol-electric,MISSING
966,1027407,,11846
967,1001647,,10702
968,1018176,,11610
969,1025556,,11082
970,988412,diesel,MISSING
971,975690,diesel,MISSING
972,1025312,,MISSING
973,1027332,diesel,MISSING
974,1014478,,10876
975,1024585,,11491
976,1026634,,11503
977,881593,diesel,11786
978,972735,,10180
979,1008363,,10417
980,1008146,,10535
981,1028826,,10489
982,1027563,,11740
983,1028004,,10459
984,1023862,,10860
985,1015528,,10022
986,1030308,,12232
987,1006811,diesel,10596
988,1022664,petrol-electric,MISSING
989,1029053,,11530
990,1020826,petrol-electric,12440
991,1024724,,11503
992,994674,,11442
993,1013102,,11798
994,1024986,,10725
995,1022391,petrol-electric,10408
996,1024021,,11875
997,1008973,,11578
998,1026228,,11315
999,1001238,petrol,11501
1000,1027787,diesel,MISSING
1001,1014102,diesel,MISSING
1002,1027640,,11503
1003,1009041,,10777
1004,1000300,,11875
1005,1026612,petrol-electric,11557
1006,1019701,,10935
1007,1026538,petrol-electric,11981
1008,989744,,10832
1009,1025205,,11386
1010,1005646,,11442
1011,1020054,petrol-electric,11829
1012,1027959,,10750
1013,1007690,,10387
1014,1010109,diesel,11572
1015,1009399,,11583
1016,1022386,,10800
1017,992077,,11503
1018,1028160,,12374
1019,1011666,,MISSING
1020,1027248,petrol-electric,11557
1021,990992,,MISSING
1022,1027240,,11466
1023,1024837,petrol-electric,MISSING
1024,1029209,,11056
1025,1015588,,11294
1026,1027950,,MISSING
1027,1031091,,10526
1028,1017307,,10080
1029,1003138,,11449
1030,1020598,,10972
1031,1022274,,11322
1032,985649,,11263
1033,1012509,,10076
1034,1011168,,11626
1035,1027388,,11386
1036,1029319,petrol,12859
1037,1016752,,10595
1038,1028158,,11745
1039,1024669,,11145
1040,1023679,,MISSING
1041,1025268,petrol,MISSING
1042,997788,,11074
1043,982101,,12003
1044,1030473,,MISSING
1045,1009278,,11120
1046,1026420,,10586
1047,1028709,,11491
1048,1023831,,11875
1049,1018947,,11816
1050,972860,,11553
1051,1017948,,11527
1052,955490,,MISSING
1053,996743,,10929
1054,1016617,,11306
1055,1023138,,10725
1056,1007649,,11740
1057,996273,,11799
1058,1005022,,MISSING
1059,1005055,,10750
1060,933711,,10489
1061,1028733,,10732
1062,1024025,,MISSING
1063,1018383,petrol-electric,MISSING
1064,1015710,diesel,11725
1065,967446,diesel,11536
1066,948629,,MISSING
1067,1018295,,11531
1068,1000777,petrol-electric,12183
1069,1012848,,11491
1070,1006754,,10180
1071,1006080,,11113
1072,1021210,petrol-electric,11787
1073,1022632,,10007
1074,974272,,10575
1075,1021861,,10725
1076,1013840,diesel,MISSING
1077,1008134,,MISSING
1078,1016016,diesel,11536
1079,989570,,11893
1080,1018167,,10271
1081,1021874,,11832
1082,998320,,12406
1083,1027231,petrol-electric,12212
1084,1014401,petrol-electric,12212
1085,1003521,petrol,12859
1086,985025,,10860
1087,999082,,MISSING
1088,1027118,,11449
1089,1027354,,10459
1090,1013173,,10275
1091,1028532,,MISSING
1092,987464,petrol-electric,12046
1093,1022720,,MISSING
1094,1029761,diesel,10994
1095,1023954,,10489
1096,1029916,,10275
1097,1025718,,10526
1098,1019331,,10320
1099,1011432,,MISSING
1100,1022645,,10417
1101,971470,,11531
1102,1000605,diesel,12104
1103,997969,,10128
1104,1015972,,10543
1105,938062,,11342
1106,989432,,11603
1107,1030527,,12232
1108,1020678,diesel,11725
1109,992973,,11322
1110,992070,diesel,11786
1111,988634,,10725
1112,1014274,diesel,11755
1113,992150,,11531
1114,980528,,MISSING
1115,1006436,,10509
1116,1016797,,10535
1117,997953,diesel,11725
1118,1007435,,11531
1119,1029918,diesel,11536
1120,1031042,,12232
1121,1022351,,11643
1122,1030235,,12343
1123,1027315,,11711
1124,1001812,petrol-electric,12003
1125,1017899,,11031
1126,1020955,,10482
1127,1014129,,MISSING
1128,1026679,,11341
1129,1030769,,11705
1130,1006950,,10506
1131,1029862,diesel,MISSING
1132,1020535,,11120
1133,1004296,,11875
1134,950652,,11579
1135,1015988,,MISSING
1136,1011057,,11584
1137,1025684,,11806
1138,1022595,,11015
1139,1022927,petrol-electric,11557
1140,1015373,,10506
1141,991381,,MISSING
1142,1015055,,10482
1143,1022124,,10860
1144,1015108,diesel,10597
1145,1027835,,11448
1146,996796,,MISSING
1147,1026483,,11469
1148,1021754,diesel,MISSING
1149,1024170,,10128
1150,1023815,,10089
1151,1014502,diesel,11755
1152,995581,,MISSING
1153,1009758,,10575
1154,994902,,MISSING
1155,1019550,,MISSING
1156,1025034,,MISSING
1157,1026619,,11448
1158,1005173,petrol-electric,MISSING
1159,1012341,,11722
1160,1014247,,MISSING
1161,1025504,,11503
1162,1024172,,MISSING
1163,1028621,,10778
1164,953460,,10526
1165,966807,,MISSING
1166,950627,,11940
1167,963237,diesel,10438
1168,943919,,11125
1169,1008347,,12210
1170,1022175,,10296
1171,1030202,,10957
1172,972334,diesel,MISSING
1173,1025736,,10320
1174,1022092,diesel,MISSING
1175,977610,,12049
1176,1015718,,10135
1177,989913,,11875
1178,966499,,MISSING
1179,989575,,10381
1180,1024191,,10931
1181,1017241,,10080
1182,1020753,,11055
1183,1027789,diesel,MISSING
1184,999210,,11386
1185,997402,,MISSING
1186,1020703,,MISSING
1187,1027986,,MISSING
1188,1026633,diesel,MISSING
1189,1030629,,10417
1190,1005167,,10397
1191,995870,,11000
1192,1022914,,10180
1193,1023152,,11466
1194,1023218,,11875
1195,967841,,MISSING
1196,1018060,,12399
1197,1023246,,12395
1198,1017133,,11846
1199,991091,,11771
1200,1021797,diesel,MISSING
1201,1028691,,MISSING
1202,1015711,,10385
1203,951194,,11321
1204,953892,,11527
1205,1024011,,10026
1206,1018523,,11846
1207,1008424,,MISSING
1208,1018447,,11491
1209,1015593,petrol,MISSING
1210,1027521,,11331
1211,969033,,12237
1212,1010776,,11735
1213,999258,,MISSING
1214,1028564,,11643
1215,1016089,petrol-electric,10876
1216,959631,,10757
1217,1021670,,10777
1218,968005,petrol-electric,MISSING
1219,1000022,,MISSING
1220,1024122,,10165
1221,1020815,,10535
1222,1015015,,10417
1223,998754,,MISSING
1224,1026865,,MISSING
1225,1020659,,11503
1226,1008755,petrol-electric,12688
1227,1029551,,11491
1228,1022129,,10732
1229,1018780,,10275
1230,1004790,,10685
1231,1027289,,10544
1232,985944,,12435
1233,984742,,10128
1234,1005999,diesel,MISSING
1235,1022200,,11448
1236,1005350,,MISSING
1237,1019838,,11322
1238,1024212,,11610
1239,945269,diesel,11760
1240,1005840,diesel,11794
1241,1022048,diesel,11536
